Tweet_ID,Category,Tweet_Content
1869448403874373925,Fashion,In  BART hosted a bunch of iconic events including the Project Doneway fashion show featuring  garments constructed out of BART paper tickets by fashion students at Oakland School for the Arts Academy of Art San Francisco State and City College of San Francisco
1829311411958296873,Fashion,Those Fashion Dudes try to be so mysterious  weird
1846228850545398115,Fashion,Alex Consani backstage at the Victorias Secret Fashion Show
1826795580200550454,Fashion,Ella Emhoff is going to be a fashion icon
1306647750189215744,Business,"its actually only a startup if it comes from the venture region of california 

otherwise its just sparkling capitalism"
1668461760888832001,Business,"Fox News loves to say that CA is doomed

The truth is  CAs economy has continued to outperform the nation

Our state is  in the nation for new business starts

 for access to venture capital funding

And  for tourism spending"
1669183278094626816,Business,Congrats to California on a nation leading  yearoveryear increase in new business formation
1761907807454990831,Business,Heres Elon Musks brother outing them as being in the US illegally when they started their first business in California and applying for bank loans Elon then nervously interrupts He explains their immigration status at the time as a grey area
1665098075935784960,Business,If youre going to run a business in California it helps to know the laws in the state you plan to run your business in
1872762672216981933,Business,He drove a business away from California and the dude wants to stay Whatever bro Be unemployable
1775048026844971496,Business,"Workers at a Fosters Freeze in California showed up today expecting to earn a lot more per hour because Democrats passed a massive fast food minimum wage hike 

Instead they got their last check 

ALL of the employees lost their jobs and the business is shutting down Because Dems cant do math 

This is only one example of how Democrats idiotic plans hurt people because they refuse to accept the possibility of intended consequences"
1728464821094420691,Business,"Officially out of all our businesses in California 
Next Im likely to do our real estate 

Both lines I never thought Id write 
Its a fight to do business there
Its a fight to make money there

They will only increase taxes until the state owns and makes more than you"
1688699788848668672,Business,"In the first six months of this year new business applications are up  in California since 

Our economy is thriving thanks to our more than  million small businesses and the entrepreneurs who embody the California Dream"
1873566647157727471,Business,A person found a business card of my grandmothers small business in Long Beach California early s Nice The building still exists and was built in  Posting for the locals if any and those who like wandering around in local history streets and buildings
1874012645944418604,Business,California really requires you to file hella paper work and pay hella fees just to say your a business every damn year
1874132497975652789,Entertainment,Meghan Markle Speaks On Being A Laid Back California Girl Playing Rachel Zane On Suits  More At The Mr Porter Fashion Show In New York NY Credit Getty Images
1874115784664113264,Entertainment,Justin Bieber Goes For A Jog In The Worlds Biggest Shirt After Lunch At Bar Pitti In New York NY Credit Backgrid
1874114166161838490,Entertainment,Zac Efron Rushes In To Get Ready For His Guest Appearance At Jimmy Kimmel Live Studios In Hollywood CA
1874131976854364327,Entertainment,Young Jeezy Facetimes A Lucky Fan Who Couldnt Make It To His Sold Out Concert
1874149672421658729,Entertainment,Question for fans of the entertainment field or comedy scene what do you think Ellen DeGeneress legacy will be when its all said and done
1874011623041753256,Entertainment,Hollywood actress Gal Gadot who welcomed her fourth daughter earlier this year recently shared that she was diagnosed with cerebral venous thrombosis a rare condition
1872631972427977063,Entertainment,The story is set in a sort of ideal sitcomlike setting designed by JeanAndre Carriere This is a film conveying a strong message and its done lightly highlighting humor warmth generosity
1874607890528707054,Entertainment,Now Watching Once Upon a Time in Hollywood
1874052470915411994,Entertainment,Liam Paynes psychiatrist stopped seeing him as a patient just weeks before his death per reports In September the professional suggested that Liam who died on October  needed a higher level of care than she could provide
1713328222312837316,Entertainment,Iron Lung Coming soon to theaters
1848474602017853629,Entertainment,"Manager Ben called me before I read this article to apologize for him being quoted so much in support of me and what I do

Please give this article love and embarrass Ben for his unending kind andor aggressive support"
1864324262154084737,Entertainment,Best in shows presenting the Global Top Shows of
1873821363859054963,Entertainment,And the Oscar for most meaningful smirk goes to Josh OConnor in Challengers
1869439839298531560,Entertainment,You may have heard lately that NBA ratings are down so the league is in trouble Bill Simmons explains why this isnt new its a cycle And its also why hes not worried about the future of the NBA
1865818984450334987,Entertainment,As Batman Unburied season two unfolds find out the casts favorite moments from across the Batman universe
1870530592644669446,Entertainment,The Weeknd is officially in a league of his own with  songs in Spotifys Billions Club
1865117041717280861,Entertainment,Its tiiiiiiiiime The th Anniversary of Mariah Careys Merry Christmas is out now
1870725965283782852,Entertainment,Tabus portrayal of Sister Francesca in Dune Prophecy has earned widespread acclaim Her costar Josh Heuston who plays Constantine Corrino credits Tabu for helping him connect with his character and adding warmth to their onscreen bond
1855351468435333247,Entertainment,This ones for the Horror genre fans Ive had a blast working on this new projectmore details coming soon
1870344014970404967,Entertainment,Ishaan Khatter looked dapper at his recent outing in Mumbai The actor who made his Hollywood debut this year with theperfectcouple flashed his million dollar smile for the cameras
645307622032343044,Entertainment,ModernFamily was chosen as one of THRs Best TV Shows Ever
1863561480693522743,Entertainment,Now this is why we love Burna The afro fusion superstar sure  knows how to put on a show Check out this cool transition
1864294081486061993,Entertainment,In her Global Top Artist era Congratulations Taylor Swift on over  billion streams in
1874864506507084133,Entertainment,Love is in the details With Love Meghan a new series premieres January
1874456803250938025,Entertainment,"Taylor Kitsch Betty Gilpin Dane Dehaan Saura Lightfoot Leon Derek Hinkey Kim Coates Joe Tippett Jai Courtney Preston Mota Shawnee Pourier and Shea Whigham

American Primeval a gripping new limited series from director Peter Berg premieres January"
1874115800824480160,Entertainment,"Avicii  Im Tim  Avicii  My Last Show are now on Netflix 

Through his own words witness how a prodigious musical talent became one of the defining artists of his generation  and experience his final performance in"
1872856265485107575,Entertainment,Weekend Listening My latest podcast is with the Cambodianbased British filmmaker Nick Ray Its all about film stars television personalities and working with them in Cambodia An easy postXmas listen
1851512840706015396,Entertainment,Had a great time at DeCamps HALLOWEEN Mixer The Halloween version of the entertainment mixer I put on every couple months Thanks to everyone who came out
1863068766462148844,Entertainment,Richard Curtis had an idea of a minisequel of the famous  romedy Notting Hill Hugh Grant reflecting on his role in Notting Hill shared his own perspective on the character describing him as despicable
1866933975392063533,Entertainment,"First clip from SONIC  

In theaters on December"
1300601052354375680,Entertainment,Legends of the Fall Meet the New Hollywood AList
1872386921080697059,Entertainment,MUSIC Mariah Careys All I Want For Christmas Is You holds the  spot on Global Spotify amassing  million streams
1872371821120757966,Entertainment,WICKED is set to release digitally on December
1872311412980367804,Entertainment,Dana Ledoux Millers journey to codirecting Moana  highlights the beauty of diverse storytelling in Hollywood Ever wondered how a movie can become immortal
1873534469027893298,Entertainment,Janet Jackson Bruno Mars and more light up Las Vegas for NYE  Dive into unique performances thrilling DJ sets and scrumptious dining experiences A mustsee celebration
1867992956336218379,Entertainment,"Dive into Netflixinspired gifts this holiday season Discover exclusive swag for fans of Stranger Things Squid Game and Bridgerton

Ready to delight your Netflix fanatic friends"
1864077612521271374,Entertainment,BLAKE SNELL IS OFFICIALLY A MEMBER OF THE LOS ANGELES DODGERS
1869001050369491013,Politics,Man did we dodge a bullet last election This is Kamalas San Francisco Can you imagine if she would have won the election Every city in  would probably look like this under her She had help destroying California in Nancy Pelosi Gavin Newsome  lying Adam Schiff
1868219460064248087,Politics,Farmers Insurance reopens closed coverage lines in California Homeowners policies now capped at  monthly States Sustainable Insurance Strategy is reshaping the marketExperts see a wave of insurers returning
1873243126355378568,Politics,By declaring  establishing their sanctuary cities Democrat Party  are anticitizen antiConstitution  antiAmerican   with more  than any state  needs to lose its invaders in
1862383649418789139,Politics,Everything AGAINST oneday inperson paper ballot voting  immediate counting promotes evildoing What a national  even international embarrassment DemocratPartycontrolled  has become
1813331337316913227,Politics,BREAKING  bans school districts from outing LGBTQ students
1872311416725590351,Politics,In  a video has gone viral on social media showing a person reportedly an immigrant beating and robbing a girl Will   policies reduce the impact of fake asylum seekers on American society
1864738352747970773,Politics,"We are pleased to announce that 

 will join us as a keynote speaker at 

s th annual CA Summit Driving Progress Toward  on February   We look forward to hearing her timely remarks on how to accelerate  policies to decarbonize the  sector"
1874932768851058768,Politics,New and Renewal   Policies in  Must Be Written at Higher Minimum Limits in
1869249902192329051,Politics,We need to go back to hand counting The new state law banning hand counting should be declared unconstitutional We cant trust elections run by computers that can manipulate the results and hide it from public view Elections need to be transparent
1874101358485200943,Politics,companies that stopped providing home coverage to hundreds of thousands of residents in recent years will have to again provide policies in prone areas if they want to keep doing business in
1874981757537153131,Politics,legislators double down on more regulation to fix the states housing affordability crisis  Ironically thats the opposite of what the state needs Fewer regulations not more will improve the situation   Read
1865503435178598509,Politics,"Its December and California is still counting votes Florida had  of their votes counted by midnight on elections night

Thoughts"
1863680744243302595,Politics,"California 

 and handful of state lawmakers and abortion access advocates introduce two bills that they charged would help fortify  against antiabortion efforts   Take a look and listen"
1872427477865562440,Politics,"Have Consequences but this time its the right kind of consequences

Shout out to  for voting for 

More repeat shoplifters like these ladies are learning the hard way that Prop  is in full effect

Felonies are back on the table"
1873532209526628781,Politics,s  is still alive as Proposition  goes down to defeat decisively at the polls in the November  election  Voters saw through the confusing ballot language and preserved the original intent of Prop  back in  Read
1866976675927560386,Politics,CNRA representatives attended the fourday Volgenau Climate Initiative Workshop Accelerating Action on Californias Climate Policies and Plans to learn and build partnerships in meeting our ambitious naturebased climate solution goals
1874102208859640075,Politics,Altho  legislation mandating remediation reform has resulted in many more Black  Latino men passing collegelevel  are still large student success gaps when these groups are compared to other student pops
1872998339186442608,Politics,Californias official policy is to allow the mentally ill to roam the streets freely until the police can shoot them Its a disaster Government officials could care less
1873353309576208613,Politics,s th congressional district was the last race to be decided in the  US election Democrat Adam Gray unseated Republican John Duarte by fewer than  votes
1870133665079968017,Politics,The US continues to take advantage of California the state contributes much more to the federal budget than it receives in return and subsidizes many other states Elected representatives from California need to demand more in return
1866833036861677928,Politics,Californias fuel market faces mounting challenges as new legislation comes into effect  refining margins remain under pressure the US Energy Information Administration EIA reported on Monday
1868464868682305546,Politics,Be sure to compare the corrupted modern version of the  Constitution to the original  are learning and will correct bad government servants breaking their oath to us daily
1869095314222633007,Politics,This week the Metropolitan Water District of Southern  MWD voted overwhelmingly to approve  million in additional funding for planning and permitting for the  Project
1864903940120478015,Politics,would be red if not for fixed elections Notice how every seat won weeks after the election are all Democrats Nobody wants these CREATURES in office
1863700071134408781,Politics,Special Session to safeguard state from  Newsom is working with lawmakers to create a new litigation fund of up to  million to support Californias legal resources in anticipation of policy proposals that would harm the state
1864279203891339465,Politics,Were all supposed to nod and go along pretending this was legit after taking  days to count  votes Youd have to be a fool
1870197484305428883,Politics,"While there is hope for improving  funding at the  level  has made made major improvements to their  system
In  lets continue to set an example for the nation on putting families first"
1870142427857621115,Politics,Have you heard the great news Twenty of the  Climate Champions we endorsed having won their elections to the state Senate and Assembly  should be a great year for climate legislation in Sacramento
1874863231233380400,Politics,"The  isnt adequately supporting families and may be actively working against themHaving children puts people at a significant financial disadvantage
 has the power to reduce this burden through policy choices Lets get to work"
1869842641363325231,Politics,"leads the nation in many areas but  is not one of them 
While this years state budget did well not to exacerbate this problemwe stayed stagnant
  is an opportunity to put kids first  build"
1867640688265035815,Politics,California approves  million for infrastructure improvements Read the full story at the link below
1867167158725169381,Politics,Three of Shasta Countys five Supervisors added the phrase under duress in an attempt to fulfill their legal duty to declare the vote while appeasing a small group of agitators who dont trust local election processes
1864383167718641905,Politics,California instantly lost  of its gas capacity after Newsoms disastrous ABX  bill forced oil refineries to shut down Higher prices fewer optionsexactly what bad policy delivers
1864415380204142764,Politics,refineries now control Californias gas market thanks to Newsoms years of bad energy policy Competition is gone prices keep climbing
1869095344178352180,Politics,Gov Gavin Newsom announced special  for April  to fill two vacant  state lawmaker seats
1864842191857745989,Politics,are hoping the second Trump administration will ensure more stable  flows to their fields from the federally managed Central Valley Project and a plan for future water supplies
1864747769992454172,Politics,"No doubt acceptable moral character for 

 as only proPalestinian protester applicants for admission are subject to the new moral character investigation policy"
